model,dimension,category,mean,std,variance,min,max,n
MP-No Penta Hexa,vaccine,Rotavirus,2116086.6666666665,91369.98593022158,8348474328.88889,2080180.0,2355520.0,30
MP-No Penta Hexa,vaccine,TT,1.8932648041906456e-11,5.6037143245932814e-12,3.140161423165194e-23,8.412825991399586e-12,3.296918293926865e-11,30
MP-No Penta Hexa,vaccine,Td,531933.0,0.0,0.0,531933.0,531933.0,30
MP-No Penta Hexa,manufacturer,AJ_Vaccines,1266170.0,0.0,0.0,1266170.0,1266170.0,30
MP-No Penta Hexa,manufacturer,BB_NCIPD,176267.0,0.0,0.0,176267.0,176267.0,30
MP-No Penta Hexa,manufacturer,Bharat_Biotech,1770060.0,122580.42910677055,15025961600.0,1721980.0,2082580.0,30
MP-No Penta Hexa,manufacturer,Bilthoven,604250.0,0.0,0.0,604250.0,604250.0,30
MP-No Penta Hexa,manufacturer,Biological_E,1014038.0,0.0,0.0,1014038.0,1014038.0,30
MP-No Penta Hexa,manufacturer,China_National,1735741.2,8880.452384873195,78862434.56000002,1732258.0,1758382.0,30
MP-No Penta Hexa,manufacturer,GSK,3459984.0,105845.2352446722,11203213824.0,3418800.0,3748800.0,30
MP-No Penta Hexa,manufacturer,Haffkine_Bio,81200.0,0.0,0.0,81200.0,81200.0,30
MP-No Penta Hexa,manufacturer,LG_Chem,2693360.0,95153.06125746384,9054105066.666666,2669319.9999999995,3150120.0,30
MP-No Penta Hexa,manufacturer,Merck_Sharp,460012.0,4704.0,22127616.0,457660.0,469420.0,30
MP-No Penta Hexa,manufacturer,PT_Bio,828010.0,0.0,0.0,828010.0,828010.0,30
MP-No Penta Hexa,manufacturer,Panacea_Biotec,637800.0,0.0,0.0,637800.0,637800.0,30
MP-No Penta Hexa,manufacturer,Pfizer,596410.0,0.0,0.0,596410.0,596410.0,30
MP-No Penta Hexa,manufacturer,Sanofi,97300.0,0.0,0.0,97300.0,97300.0,30
MP-No Penta Hexa,manufacturer,Serum_Institute,565123.3233333335,35920.22201850168,1290262349.8584526,526341.2000000001,675609.8999999999,30
