model,dimension,category,mean,std,variance,min,max,n
UG-1,total,total,41278775.23735551,688437.7735718164,473946568080.51953,39985378.21532077,42166352.501373425,30
UG-1,vaccine,DT,644243.6781033332,39107.36116523316,1529385697.3079867,538684.4068199997,692005.0,30
UG-1,vaccine,DTwP,383389.0568266667,123877.43720389843,15345619448.205797,196744.42439000003,661393.6,30
UG-1,vaccine,DTwP-Hib,307777.4823333333,15986.104172434185,255555526.61191767,280213.1200000001,343266.0,30
UG-1,vaccine,HPV,57681.21311771023,32682.96595494562,1068176263.6121345,0.7815364926806744,134192.08565364507,30
UG-1,vaccine,HepB,0.0,0.0,0.0,0.0,0.0,30
UG-1,vaccine,Hexa,566400.8,1333.9921139197188,1779534.9600000002,564767.0,567490.0,30
UG-1,vaccine,IPV,8535096.827165667,335426.07690908376,112510653070.61858,7683922.57441,8848010.0,30
UG-1,vaccine,OPV,3186028.9631115673,423748.2176814043,179562551988.1668,2670523.0,3975034.344410001,30
UG-1,vaccine,PCV,2.7959392353125856,0.0036731581185936698,1.3492090564190588e-05,2.7952571469735754,2.8157197971438777,30
UG-1,vaccine,Penta,25032606.48525466,151310.47159431377,22894858814.093636,24668324.5,25250658.0,30
UG-1,vaccine,Rotavirus,648615.4586376667,90383.72199755591,8169217202.131474,517530.0,786740.0,30
UG-1,vaccine,TT,299969.42132633337,84993.58318872073,7223909183.257991,213651.0,463032.0,30
UG-1,vaccine,Td,1616963.055539333,92112.17590882821,8484652950.658914,1380602.0,1806238.3499999999,30
UG-1,manufacturer,AJ_Vaccines,910140.7208136667,31824.599431008155,1012805128.9441247,767300.0,918500.0,30
UG-1,manufacturer,BB_NCIPD,381263.66772866674,22215.09225424195,493510323.86448073,333606.0,413330.0318600002,30
UG-1,manufacturer,Bharat_Biotech,759225.3333333334,77701.00607385265,6037446344.888887,647940.0,825820.0,30
UG-1,manufacturer,Bilthoven,423780.41914699995,667.7928249005682,445947.25698868104,420600.0,423950.0,30
UG-1,manufacturer,Biological_E,3646681.533333333,44131.12848374605,1947556501.2489016,3523690.9999999995,3688462.0000000014,30
UG-1,manufacturer,China_National,442918.1171014856,23443.80652638184,549612064.4464236,414460.01065364503,498234.01065364503,30
UG-1,manufacturer,GSK,693185.3333333334,41036.252162637305,1683973991.555555,659930.0,769340.0,30
UG-1,manufacturer,Haffkine_Bio,81200.0,0.0,0.0,81200.0,81200.0,30
UG-1,manufacturer,LG_Chem,20443275.687204998,315285.6029828802,99405011448.27837,19736510.0,20747660.0,30
