model,dimension,category,mean,std,variance,ci95,min,max,n
UG-3-buyer,summary,avg_sim,0.6524436123361401,0.02849789825208211,0.0008121302047860246,0.01019784191991291,0.5962011722551991,0.6935676548069383,30
UG-3-buyer,summary,avg_dist,0.3475563876638599,0.02849789825208209,0.0008121302047860234,0.010197841919912904,0.30643234519306195,0.4037988277448009,30
UG-3-buyer,summary,total_active,67.66666666666667,2.736583433569839,7.48888888888889,0.9792738050132789,62.0,72.0,30
UG-3-buyer,summary,total_overlap,44.7,7.276216965795711,52.943333333333335,2.603760801439163,25.0,54.0,30
UG-3-buyer,slots_per_disease,Diphtheria,6.966666666666667,0.5467073155618908,0.29888888888888887,0.1956367003364106,6.0,8.0,30
UG-3-buyer,slots_per_disease,HPV,5.233333333333333,0.7156970184527962,0.5122222222222221,0.2561088888792479,4.0,7.0,30
UG-3-buyer,slots_per_disease,Hepatitis_B,8.266666666666667,0.6289320754704403,0.39555555555555555,0.22506045278415177,7.0,9.0,30
UG-3-buyer,slots_per_disease,Hib,8.4,0.6110100926607787,0.3733333333333333,0.21864715360090506,7.0,9.0,30
UG-3-buyer,slots_per_disease,PCV,4.733333333333333,0.6289320754704404,0.3955555555555557,0.22506045278415182,4.0,6.0,30
UG-3-buyer,slots_per_disease,Pertussis,8.366666666666667,0.6046119049072349,0.36555555555555536,0.21635759151785583,7.0,9.0,30
UG-3-buyer,slots_per_disease,Polio,9.666666666666666,0.4714045207910317,0.2222222222222222,0.1686899413014786,9.0,10.0,30
UG-3-buyer,slots_per_disease,Rotavirus,9.1,0.5972157622389639,0.35666666666666663,0.21371091585493607,8.0,10.0,30
UG-3-buyer,slots_per_disease,Tetanus,6.933333333333334,0.44221663871405326,0.1955555555555555,0.15824519184082886,6.0,8.0,30
UG-3-buyer,overlap_per_disease,Diphtheria,10.866666666666667,4.295216978091896,18.448888888888884,1.5370236558096682,1.0,20.0,30
UG-3-buyer,overlap_per_disease,HPV,0.7,1.0999999999999999,1.2099999999999997,0.3936299446603793,0.0,4.0,30
UG-3-buyer,overlap_per_disease,Hepatitis_B,7.166666666666667,4.344217101184312,18.872222222222224,1.5545581246653222,1.0,16.0,30
UG-3-buyer,overlap_per_disease,Hib,7.7,5.367494760127856,28.809999999999995,1.9207333321763675,0.0,21.0,30
UG-3-buyer,overlap_per_disease,PCV,0.36666666666666664,0.7520342781785652,0.5655555555555555,0.26911201027466997,0.0,3.0,30
