model,dimension,category,mean,std,variance,ci95,min,max,n
UG-1,summary,avg_sim,0.5359848173217375,0.06990803176024692,0.004887132904591692,0.025016267884638215,0.2790436622179404,0.5896776474628139,30
UG-1,summary,avg_dist,0.46401518267826247,0.06990803176024694,0.004887132904591695,0.025016267884638226,0.4103223525371859,0.7209563377820595,30
UG-1,summary,total_active,31.033333333333335,3.582209125975509,12.832222222222219,1.2818770727451323,26.0,34.0,30
UG-1,summary,total_overlap,7.366666666666666,4.1990739719874215,17.63222222222222,1.50261932292568,2.0,13.0,30
UG-1,slots_per_disease,Diphtheria,3.6666666666666665,0.4714045207910318,0.22222222222222232,0.16868994130147863,3.0,4.0,30
UG-1,slots_per_disease,HPV,2.3666666666666667,0.4818944098266986,0.23222222222222216,0.17244369988384506,2.0,3.0,30
UG-1,slots_per_disease,Hepatitis_B,3.6666666666666665,0.4714045207910318,0.22222222222222232,0.16868994130147863,3.0,4.0,30
UG-1,slots_per_disease,Hib,3.6666666666666665,0.4714045207910318,0.22222222222222232,0.16868994130147863,3.0,4.0,30
UG-1,slots_per_disease,PCV,3.0,0.0,0.0,0.0,3.0,3.0,30
UG-1,slots_per_disease,Pertussis,3.6666666666666665,0.4714045207910318,0.22222222222222232,0.16868994130147863,3.0,4.0,30
UG-1,slots_per_disease,Polio,3.6666666666666665,0.4714045207910318,0.22222222222222232,0.16868994130147863,3.0,4.0,30
UG-1,slots_per_disease,Rotavirus,3.6666666666666665,0.4714045207910318,0.22222222222222232,0.16868994130147863,3.0,4.0,30
UG-1,slots_per_disease,Tetanus,3.6666666666666665,0.4714045207910318,0.22222222222222232,0.16868994130147863,3.0,4.0,30
UG-1,overlap_per_disease,Diphtheria,0.6666666666666666,0.4714045207910317,0.2222222222222222,0.1686899413014786,0.0,1.0,30
UG-1,overlap_per_disease,HPV,1.3333333333333333,1.795054935711501,3.2222222222222214,0.6423521590967809,0.0,4.0,30
UG-1,overlap_per_disease,Hepatitis_B,0.6666666666666666,0.4714045207910317,0.2222222222222222,0.1686899413014786,0.0,1.0,30
UG-1,overlap_per_disease,Hib,0.6666666666666666,0.4714045207910317,0.2222222222222222,0.1686899413014786,0.0,1.0,30
UG-1,overlap_per_disease,PCV,1.3666666666666667,1.0482790129010926,1.098888888888889,0.37512182712444925,0.0,3.0,30
