vaccine,producer,time,segment,Z_value,end_time,Q_value,trial,T,delta,scenario,inv,cap,cap_inc,filename
OPV,Panacea_Biotec,1,2,0.0,1,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,1,1.0,5,60100.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,1,1.0,4,60100.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,1,1.0,6,60100.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,1,1.0,2,16680.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,1,1.0,3,46450.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,2,0.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,2,0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,2,0.0,2,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,2,2,0.0,3,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,1,1.0,5,43420.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,1,1.0,4,43420.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,1,1.0,6,43420.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,1,1.0,7,60100.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,1,1.0,3,29770.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,2,0.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,2,0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,2,0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,3,2,0.0,3,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,1,1.0,5,13650.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,1,1.0,4,13650.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,1,1.0,6,13650.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,1,1.0,7,30330.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,1,1.0,8,60100.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,2,0.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,2,0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,2,0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,4,2,0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,1,1.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,1,1.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,1,1.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,1,1.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,1,1.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,2,-0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,2,-0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,2,-0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,2,-0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,5,2,-0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,1,1.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,1,1.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,1,1.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,1,1.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,1,1.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,2,-0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,2,-0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,2,-0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,2,-0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,6,2,-0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,7,1,0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,7,1,0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,7,1,0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,7,1,0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,7,2,1.0,7,60000.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,7,2,1.0,10,268560.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,7,2,1.0,9,151660.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,7,2,1.0,8,60000.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,8,1,1.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,8,1,1.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,8,1,1.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,8,2,-0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,8,2,-0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,8,2,-0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,9,1,0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,9,1,0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,9,2,1.0,10,222110.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,9,2,1.0,9,105210.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,10,1,0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Panacea_Biotec,10,2,1.0,10,116900.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,1,1.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,1,1.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,1,1.0,2,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,1,1.0,3,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,1,1.0,1,973.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,2,0.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,2,0.0,2,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,2,0.0,3,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,1,2,0.0,1,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,1,1.0,5,13622.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,1,1.0,4,8757.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,1,1.0,6,19460.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,1,1.0,2,1946.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,1,1.0,3,4865.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,2,0.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,2,0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,2,0.0,2,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,2,2,0.0,3,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,1,1.0,5,11676.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,1,1.0,4,6811.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,1,1.0,6,17514.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,1,1.0,7,17514.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,1,1.0,3,2919.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,2,0.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,2,0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,2,0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,3,2,0.0,3,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,1,1.0,5,8757.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,1,1.0,4,3892.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,1,1.0,6,14595.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,1,1.0,7,14595.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,1,1.0,8,14595.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,2,0.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,2,0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,2,0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,4,2,0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,1,1.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,1,1.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,1,1.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,1,1.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,1,1.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,2,0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,2,0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,2,0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,5,2,0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,1,1.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,1,1.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,1,1.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,1,1.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,1,1.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,2,0.0,6,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,2,0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,2,0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,2,0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,6,2,0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,7,1,1.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,7,1,1.0,10,924.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,7,1,1.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,7,1,1.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,7,2,0.0,7,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,7,2,0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,7,2,0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,7,2,0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,8,1,1.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,8,1,1.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,8,1,1.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,8,2,0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,8,2,0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,8,2,0.0,8,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,9,1,1.0,10,924.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,9,1,1.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,9,2,0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,9,2,0.0,9,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,10,1,1.0,10,924.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Sanofi,10,2,0.0,10,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Serum_Institute,1,1,1.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Serum_Institute,1,1,1.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Serum_Institute,1,1,1.0,2,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Serum_Institute,1,1,1.0,3,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Serum_Institute,1,1,1.0,1,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Serum_Institute,1,2,0.0,5,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
OPV,Serum_Institute,1,2,0.0,4,0.0,1,10,5,1,1,1,1,MVP_DE_results_T_10_delta_5_scen_1_trial_1_inv_1_cap._1_cap.inc._1.json
