model,variable,category,mean,std,variance,ci95,min,max,n
UG,I,TOTAL,1392380.6689599566,80538.67281190459,6486477818.30302,28820.393929064,1215156.6168751377,1561029.0418751377,30
UG,I,DT,15567.718742533334,6207.192447156542,38529238.07603722,2221.2152904277764,6483.520834999996,31376.00584400011,30
UG,I,DTwP,1886.0246600000003,3438.4747571072357,11823108.655263664,1230.442389414757,0.0,12230.930438999992,30
UG,I,DTwP-Hib,10323.32721036667,3524.0605286303994,12419002.609450769,1261.068864422374,4847.299198,17127.19596799998,30
UG,I,HPV,194297.1318190651,9420.648800490748,88748623.82218775,3371.135878183675,176192.4328913525,211456.20123137865,30
UG,I,HepB,0.0,0.0,0.0,0.0,0.0,0.0,30
UG,I,Hexa,0.0,0.0,0.0,0.0,0.0,0.0,30
UG,I,IPV,16451.997537999996,0.0,0.0,0.0,16451.997537999996,16451.997537999996,30
UG,I,OPV,14914.988658488332,2529.046760587212,6396077.517236669,905.0077603758689,10463.199598064983,22195.02115706498,30
UG,I,PCV,1092387.642820436,77363.34658527418,5985087394.873255,27684.118031912025,908361.1842924615,1241156.2042924617,30
UG,I,Penta,28149.722797,7957.610171462176,63323559.640958294,2847.594228565026,19855.818175999993,46721.617527999995,30
UG,I,Rotavirus,8366.669941199998,1893.6345279536365,3585851.7254581917,677.6284131321578,5908.789999999999,10301.29355899999,30
UG,I,TT,373.49738753333065,695.0645766834174,483114.76576009823,248.7256644138942,0.0,2485.46,30
UG,I,Td,9661.947385333344,6877.978098856604,47306582.728351116,2461.2528531165694,2769.799759,33952.277850000144,30
UG,S,TOTAL,3567710.6845233333,574844.949595732,330446716075.7197,205705.62336151506,2451550.29034,4568538.77627,30
UG,S,Diphtheria,870627.3443370003,413478.24921067426,170964262570.32443,147961.29123188023,58858.749999999956,1661861.5959299998,30
UG,S,HPV,0.0,0.0,0.0,0.0,0.0,0.0,30
UG,S,Hepatitis_B,0.0,0.0,0.0,0.0,0.0,0.0,30
UG,S,Hib,501.3545419999898,2699.876835475383,7289334.926736567,966.1385175800139,0.0,15040.636259999694,30
UG,S,PCV,0.0,0.0,0.0,0.0,0.0,0.0,30
UG,S,Pertussis,3914.400666666664,12628.494044291245,159478861.82669944,4519.048556180266,0.0,53512.21999999997,30
UG,S,Polio,165234.75335199988,212559.55173131588,45181563032.21795,76063.45871366629,0.0,948843.37441,30
UG,S,Rotavirus,1419481.7263623334,188235.88248878773,35432747456.3327,67359.3454610538,1149519.74,1845360.4899999998,30
UG,S,Tetanus,1107951.1052633335,405387.51187157666,164339034781.4277,145066.0580581978,169938.10592999985,2013014.6459299996,30
SB,I,TOTAL,1488866.6396474077,439407.2814101763,193078758956.2819,165745.382641284,1159179.1107909998,3658153.8475360004,27
SB,I,DT,20885.96345862967,8792.43334946911,77306884.20485662,3316.5249906165845,8029.6238349999985,42562.072495000204,27
SB,I,DTwP,3924.85394011115,4454.4666683621745,19842273.299549613,1680.2345196490762,0.0,12269.18799999999,27
SB,I,DTwP-Hib,6383.178896518529,5102.224861236596,26032698.534620795,1924.5703194392868,0.0,16102.197594000003,27
SB,I,HPV,189597.13085185183,28064.442057646364,787612908.00699,10585.968608737337,130776.97699999996,239917.1175,27
SB,I,HepB,22300.014401851848,17452.817822510922,304600849.94575495,6583.24085772353,0.0,50703.19064,27
SB,I,Hexa,4496.345636888881,5111.442418661575,26126843.599292897,1928.047202156201,0.0,16061.90311799994,27
SB,I,IPV,19837.857844333335,9670.222583481616,93513204.81407785,3647.62899964185,6824.599141999997,38345.363559,27
