model,variable,category,mean,std,variance,ci95,min,max,n
SB,I,Penta,27188.713906544705,11641.545814755336,135525588.9570475,4165.873668021286,10962.619779999997,56218.65872600004,30
SB,I,Rotavirus,9361.928974533317,1574.3469817482144,2478568.4189397125,563.3728320925318,6124.998999999999,12065.609000000011,30
SB,I,TT,336.8117666666651,657.4118265376073,432190.3096715131,235.25180081734302,0.0,2304.78,30
SB,I,Td,4666.250921433338,6196.5924309947195,38397757.75586105,2217.422123359434,0.0,26817.3,30
SB,S,TOTAL,2926922.7326113572,508498.43927605357,258570662746.18234,181963.82955647475,2030751.815929999,3832384.4918599995,30
SB,S,Diphtheria,782281.4075231788,410620.8672662288,168609496634.46988,146938.79023491146,0.0,1644324.6959299997,30
SB,S,HPV,0.0,0.0,0.0,0.0,0.0,0.0,30
SB,S,Hepatitis_B,0.0,0.0,0.0,0.0,0.0,0.0,30
SB,S,Hib,0.0,0.0,0.0,0.0,0.0,0.0,30
SB,S,PCV,0.0,0.0,0.0,0.0,0.0,0.0,30
SB,S,Pertussis,1870.8880000000004,7014.265684533393,49199923.093222715,2510.022739305525,0.0,29781.530000000035,30
SB,S,Polio,3894.435146999762,20972.175097290805,439832128.3114246,7504.796475413059,0.0,116833.05440999285,30
SB,S,Rotavirus,1102565.296627333,157137.7452191256,24692270972.550823,56231.019958782905,843938.9099999996,1497855.239999999,30
SB,S,Tetanus,1036310.7053138452,416384.8275521819,173376324615.66025,149001.39693344268,25331.7059299986,1918171.3059299998,30
MP,I,TOTAL,4608960138810.465,2966556477857.648,8.800457336319173e+24,1061568602009.9963,2656839.206596999,8888706185036.016,30
MP,I,DT,141564.3462036997,72846.026296819,5306543547.236846,26067.615727223096,7022.2,212792.140515,30
MP,I,DTwP,32035.543344599875,17333.674594127024,300456274.9350847,6202.7757920429485,3500.239439,60217.25495100005,30
MP,I,DTwP-Hib,25298.180335866626,17011.922329971625,289405501.36098725,6087.638223012184,0.0,42117.402782000034,30
MP,I,HPV,223794.5290192676,43383.925055866304,1882164953.2530243,15524.738198991545,143952.0050000093,430996.0959999999,30
MP,I,HepB,8111.370669400089,11167.35323454477,124709778.26509751,3996.1860324697873,0.0,57041.08946999999,30
MP,I,Hexa,39494.055733932975,40849.90898753275,1668715064.2897086,14617.952194676409,889.7,120957.78556399999,30
MP,I,IPV,152590.73000310033,238189.50182656324,56734238780.386375,85235.01856606673,16549.297537999995,1327560.901278,30
MP,I,OPV,43377.677249366905,40573.28892184827,1646191773.935775,14518.964975451561,0.0,181714.37544900013,30
MP,I,PCV,4608957757858.791,2966556305019.9263,8.800456310853478e+24,1061568540160.8119,1177174.4470000002,8888703324133.893,30
MP,I,Penta,1655072.617883831,546428.2327928271,298583813593.09204,195536.83185009946,37400.75193499999,2223561.59702,30
MP,I,Rotavirus,17818.12313333333,13011.439718750931,169297563.55468932,4656.083905857992,9616.789999999999,72371.58,30
MP,I,TT,3415.2092333333335,2935.73682355947,8618550.697203048,1050.5399303592292,0.0,12395.64,30
MP,I,Td,38379.2920158667,20413.01260096007,416691083.4469546,7304.702745879582,648.199759,63470.39783100095,30
MP,S,TOTAL,3101098.115363189,581309.4522569745,337920679283.3037,208018.91592951666,1850774.2200000004,4116909.7118599983,30
MP,S,Diphtheria,748969.5898679217,435791.40565868025,189914149245.96838,155945.95172081387,0.0,1569155.095929999,30
MP,S,HPV,0.0,0.0,0.0,0.0,0.0,0.0,30
MP,S,Hepatitis_B,0.0,0.0,0.0,0.0,0.0,0.0,30
MP,S,Hib,0.0,0.0,0.0,0.0,0.0,0.0,30
MP,S,PCV,0.0,0.0,0.0,0.0,0.0,0.0,30
MP,S,Pertussis,0.0,0.0,0.0,0.0,0.0,0.0,30
MP,S,Polio,28410.57662733331,117976.18043830302,13918379150.811033,42217.23397924741,0.0,624330.0544099996,30
MP,S,Rotavirus,1293341.8403333297,162618.13484380257,26444657780.07716,58192.15219940011,994965.4099999999,1665855.2399999995,30
MP,S,Tetanus,1030376.1085346044,419757.1703089642,176196082025.7888,150208.17429046822,48612.10592999973,1941451.7059299992,30
