model,dimension,category,mean,std,variance,ci95,min,max,n
UG-OLD,overlap_per_disease,PCV,0.6,0.5537749241945383,0.30666666666666664,0.1981658116045472,0.0,2.0,30
UG-OLD,overlap_per_disease,Pertussis,4.466666666666667,1.910206504252587,3.648888888888889,0.6835586186898569,2.0,9.0,30
UG-OLD,overlap_per_disease,Polio,0.0,0.0,0.0,0.0,0.0,0.0,30
UG-OLD,overlap_per_disease,Rotavirus,0.03333333333333333,0.1795054935711501,0.03222222222222221,0.06423521590967808,0.0,1.0,30
UG-OLD,overlap_per_disease,Tetanus,3.1666666666666665,1.5933891203622825,2.5388888888888888,0.5701869738824143,1.0,7.0,30
UG_No_W,summary,avg_sim,0.3809078359364079,0.02086273661070847,0.00043525377888779554,0.007465634415942951,0.3336292478366185,0.413367169783701,30
UG_No_W,summary,avg_dist,0.619092164063592,0.02086273661070849,0.00043525377888779647,0.007465634415942958,0.5866328302162991,0.6663707521633815,30
UG_No_W,summary,total_active,62.86666666666667,3.1804961178337496,10.115555555555552,1.1381259189595003,57.0,71.0,30
UG_No_W,summary,total_overlap,115.76666666666667,14.211927697849045,201.9788888888889,5.085673012019666,86.0,154.0,30
UG_No_W,slots_per_disease,Diphtheria,8.333333333333334,1.043498389499902,1.088888888888889,0.37341110301094665,7.0,10.0,30
UG_No_W,slots_per_disease,HPV,4.033333333333333,1.3034143197344767,1.6988888888888887,0.4664208241332983,2.0,7.0,30
UG_No_W,slots_per_disease,Hepatitis_B,8.1,0.6506407098647712,0.4233333333333333,0.23282878783441804,7.0,9.0,30
UG_No_W,slots_per_disease,Hib,8.033333333333333,1.015983376941878,1.0322222222222224,0.36356498221954253,6.0,10.0,30
UG_No_W,slots_per_disease,PCV,5.033333333333333,1.110055053689781,1.2322222222222226,0.3972280994126209,3.0,7.0,30
UG_No_W,slots_per_disease,Pertussis,8.566666666666666,0.8034647195462633,0.6455555555555555,0.28751615735596625,7.0,10.0,30
UG_No_W,slots_per_disease,Polio,5.933333333333334,1.2092238098144705,1.4622222222222225,0.43271518303571194,3.0,9.0,30
UG_No_W,slots_per_disease,Rotavirus,5.7,1.1590225767142475,1.3433333333333335,0.4147509024837814,4.0,8.0,30
UG_No_W,slots_per_disease,Tetanus,9.133333333333333,1.1469767022723503,1.3155555555555558,0.41044034167473603,7.0,10.0,30
UG_No_W,overlap_per_disease,Diphtheria,22.666666666666668,9.46690140554037,89.62222222222222,3.3876871603346577,4.0,45.0,30
UG_No_W,overlap_per_disease,HPV,6.5,6.2809234989768825,39.45,2.247599608471224,0.0,26.0,30
UG_No_W,overlap_per_disease,Hepatitis_B,10.166666666666666,5.7566386797235145,33.138888888888886,2.059986695390333,3.0,28.0,30
UG_No_W,overlap_per_disease,Hib,12.7,7.950471684120384,63.21000000000001,2.8450397536765637,3.0,33.0,30
UG_No_W,overlap_per_disease,PCV,4.833333333333333,3.8822959987901777,15.072222222222223,1.3892617810536272,0.0,15.0,30
UG_No_W,overlap_per_disease,Pertussis,11.9,6.128349424328435,37.55666666666666,2.1930016770526084,3.0,28.0,30
UG_No_W,overlap_per_disease,Polio,10.833333333333334,7.550202351960877,57.00555555555555,2.7018052127063874,0.0,31.0,30
UG_No_W,overlap_per_disease,Rotavirus,10.266666666666667,7.641698473216249,58.39555555555555,2.734546679203107,1.0,33.0,30
